article_id,title,gold,pred,conf,ok,reason
116,The State Administration for Market Regulation held a symposium on fai,3,3,0.8,True,The article discusses a symposium on fair competition and SAMR's commitment to strengthening antitrust supervision. While this has implications for in
106,Daily average token calls reach 140 trillion,4,4,0.9,True,"The article highlights a significant milestone in China's AI development, with a massive increase in token call volume. While not solely focused on Al"
54,Must-read before market open | International oil prices opened high an,4,3,0.8,True,"The article mentions Alibaba's stock rising 1.41% as part of the Nasdaq Golden Dragon China Index's overall gain. However, this is a minor mention wit"
6,Must-read before market open | SASAC promotes central enterprises to e,2,3,0.8,True,"The article discusses broad government initiatives to promote AI and computing power investment, which could indirectly benefit Alibaba Cloud. However"
159,Opinions of the State Council on Promoting the Expansion and Quality I,3,3,0.8,True,"This article details a broad government initiative to promote the expansion and quality improvement of the service industry, with a significant focus "
4,International Olympic Committee Officially Announced in Milan! Olympic,5,5,1.0,True,The International Olympic Committee selecting Alibaba's Tongyi Qianwen as the 'Official Large Model' for the Olympic Games is an exceptional achieveme
164,The 2026 China Internet Development Symposium was held in Beijing.,3,3,0.8,True,"The article discusses a general symposium on internet development in China, emphasizing government priorities like AI, industrial internet, and future"
50,National People's Congress Deputy Sha Yan: Intensively advancing prepa,3,3,0.8,True,"The article discusses reforms to the ChiNext board and the Shenzhen Stock Exchange, including measures to encourage Hong Kong-listed companies to list"
36,"After the 8 billion yuan red envelope wave recedes, major tech compani",4,3,0.8,True,"The article presents a mixed outlook. While Alibaba's AI (Qianwen) achieved high engagement during a promotional 'red envelope war,' the core challeng"
81,State Administration for Market Regulation 2026 First Quarter Regular ,2,3,0.8,True,"The article details the State Administration for Market Regulation's (SAMR) quarterly press conference, covering various regulatory initiatives. While"
78,Cloud providers seen pushing up AI service rates,4,4,0.9,True,"Alibaba Cloud is increasing prices for its AI computing and storage products. While price increases can sometimes be viewed negatively, in this contex"
35,Business Record,4,3,0.8,True,"The article mentions Alibaba's AI product, Qianwen, as participating in a large marketing investment war alongside competitors. While this shows engag"
47,"Alibaba AI restructures, focusing on Qwen.",3,3,0.8,True,The article presents a mixed picture for Alibaba's AI strategy. While the consolidation under the Qwen brand and the debut of AI glasses are positive 
8,"From ""Data Governance"" to ""Data Intelligence""",3,3,0.8,True,"The article discusses the broader trend of data management evolving into 'data intelligence' driven by AI, using examples of successful US companies. "
44,"Why has the cost of logistics shifted from being an ""optimizable item""",3,3,0.8,True,"The article discusses the broader digital and intelligent transformation of the logistics industry and introduces a new platform, Yidabao. While Aliba"
71,Consumer spending rebounded significantly in the first two months.,3,3,0.7,True,"The article reports on a general rebound in consumer spending in China, driven by factors like trade-in programs and the Spring Festival holiday. Whil"
136,AI Evolution Express | Gaode: Will Release First Four-Legged Robot Soo,4,4,0.8,True,"The article highlights several positive developments in China's AI and intelligent computing ecosystem. Specifically, Gaode, an Alibaba subsidiary, is"
111,"""Hundred Shrimp War"" begins, cloud vendors re-evaluate token value",4,4,0.9,True,"The article describes a significant boom in AI Agent usage ('Hundred Shrimp War'), leading to increased token consumption and revenue growth for cloud"
92,"AI Evolution Express | Apple Plans to Announce ""Major AI Advancements""",4,4,0.8,True,"This article is a tech roundup that includes several significant positive developments for Alibaba. The release of the XuanTie C950 CPU, the PrismAudi"
84,"The China Advertising Association, in collaboration with Alimama, has ",4,4,0.9,True,"This article highlights a significant positive development for Alibaba's advertising arm, Alimama. The co-release of new industry standards with the C"
156,Good news is coming! The State Council has issued a major document!,3,3,0.8,True,This article details a broad government policy document aimed at developing China's service industry. While it mentions promoting digitalization and s
160,Chairman Shang Bing delivered a speech at the 2026 China Internet Deve,3,3,0.8,True,"The article discusses the broader policy direction and industry development related to artificial intelligence and the intelligent economy, which is g"
90,Yicai Editorial: Improving Rights Protection is the Best Tool Against ,2,2,0.8,True,"The article discusses regulatory actions and guidance directed at platform enterprises, including Alibaba, concerning issues like 'involutionary' comp"
9,Beijing Municipal Administration for Market Regulation summons 12 thir,2,2,0.9,True,The article describes an administrative interview conducted by the Beijing Municipal Administration for Market Regulation with multiple online train t
14,Notice of the State Administration for Market Regulation on Printing a,2,2,1.0,True,"The article details new ""Guidelines for Anti-Monopoly Compliance of Internet Platforms"" issued by the State Administration for Market Regulation. This"
60,Cross-border e-commerce leads foreign trade towards new and improved d,3,3,0.8,True,"The article discusses the growth and trends in cross-border e-commerce, with a strong focus on Amazon's strategies and successes. While Alibaba operat"
163,The 2026 China Internet Development Symposium was held in Beijing.,3,3,0.8,True,"The article discusses a general symposium on internet development in China, with a focus on government policy and future plans for the digital economy"
132,"From ""Single Supply"" to ""Inclusive Sharing"": Ministry of Industry and ",4,4,0.8,True,"The article details a government initiative to lower computing power access thresholds, particularly for SMEs, through innovative models like 'computi"
18,"During the Spring Festival holiday, Hong Kong stocks first declined an",4,3,0.8,True,"The article discusses broad market movements in Hong Kong stocks, influenced by global factors like US tariffs and interest rates. Alibaba is mentione"
73,"From the reduction of the ""Apple Tax"" to the protection of the digital",2,3,0.8,True,"The article discusses the global trend of strengthening anti-monopoly regulations for large tech companies, using Apple's App Store commission reducti"
155,"[Financial News Broadcast] ""iQiyi is crazy"" ignites hot search, respon",3,4,0.9,True,"The article announces that Alibaba's HappyHorse AI video generation project will begin API testing on April 27th, with a full commercial release in Ma"
135,Internet companies' annual reports are being released intensively – AI,4,4,0.9,True,"The article highlights strong revenue growth for Alibaba's instant retail and cloud businesses, driven by AI. The CEO's ambitious revenue target for A"
148,Financial majors step up AI-driven strategic overhaul,3,3,0.8,True,"The article discusses the broader trend of AI adoption in China's financial sector, which indirectly benefits Alibaba Cloud as a provider of AI infras"
162,"JD.com acquires more land, investing over 10 billion yuan in three yea",2,3,0.8,True,"This article focuses on JD.com's strategic investments and expansion plans, including acquisitions near Alibaba's headquarters. While these actions re"
64,"url
https://www.yicai.com/news/103088709.html    Alibaba AI restructur",5,5,0.9,True,The article reports that Alibaba's CEO is personally leading a significant restructuring of the company's AI division. This indicates a high level of 
55,"Decoding the ""Two Highs"" Work Reports",3,3,0.8,True,"The article discusses the Supreme People's Court's work report, which covers a wide range of legal and judicial activities. While it mentions intellec"
108,Lenders bank on smart tech for upgrade,3,4,0.8,True,"The article highlights the acceleration of AI adoption in China's banking sector, driven by policy support and the pursuit of efficiency. This trend d"
51,Decoding the Supreme People's Court Work Report: Online Violence Gover,3,3,0.8,True,"The article discusses the Supreme People's Court's work report, which touches upon artificial intelligence, market fairness, and governance of cybersp"
174,AI Reconstructs the Data Foundation: How Can Domestic Databases Be Use,3,3,0.7,True,"The article discusses the strategic importance of domestic databases in China and the challenges they face, particularly in the context of AI integrat"
59,Federation of Industry and Commerce Sector Holds Consultative Meeting:,3,3,0.8,True,This article discusses a consultative meeting focused on supporting the private economy and developing 'new quality productive forces' in China. While
49,"Alibaba Group Will Announce December Quarter 2025 Results on March 19,",3,3,0.9,True,This is a routine announcement regarding the timing of Alibaba's quarterly earnings release. It does not contain any new financial information or sign
89,Zhejiang Conducts Anti-Monopoly Compliance Guidance for Platform Enter,2,2,0.9,True,"The article details new anti-monopoly risks and compliance guidance specifically for platform enterprises, which directly impacts e-commerce and inter"
22,"Institutional investors collectively anticipate a ""good start"" for A-s",3,3,0.7,True,This article discusses general market sentiment and anticipated themes for the Chinese stock market (A-shares and Hong Kong stocks) following the Spri
58,Two Sessions Hotly Discuss New Drivers of Foreign Trade: Chinese Selle,3,3,0.9,True,The article discusses the growth of cross-border e-commerce in China and highlights Shopee's development over the past decade. While it mentions polic
171,"Giants are vying to deploy payment Skill AI, the ""positioning battle"" ",4,3,0.8,True,"The article describes a competitive race among payment giants, including Alibaba's Alipay, to develop AI payment 'Skills' and protocols. While Alibaba"
130,"Xinhua Viewpoint: Algorithms Becoming ""Scheming"" - This Trend Must Be ",2,2,0.9,True,"The article describes ""algorithmic malpractice"" on platforms, leading to practices like price discrimination and consumption traps, which directly imp"
38,Jack Ma appears! Alibaba's first stop of the new year discusses AI,4,4,0.9,True,Jack Ma's appearance with core Alibaba and Ant Group management to discuss AI is a significant event. While the discussion is broad about AI's societa
167,ByteDance net profit falls 70%. Li Liang: Excluding accounting factors,2,3,0.8,True,"The article focuses on ByteDance's financial performance, specifically a significant drop in net profit due to substantial AI infrastructure investmen"
2,"Meituan Buys Dingdong Maicai, Defense or Attack?",3,3,0.8,True,The article focuses on Meituan's acquisition of Dingdong Maicai and analyzes its impact on the competitive landscape of fresh produce instant retail. 
53,The Development Research Center of the State Administration for Market,4,3,0.8,True,"This article discusses the development of the consumer rental industry, using Zhima Rental (an Alibaba affiliate) as a case study. While it touches on"
150,A cake order leads to a huge fine,1,1,1.0,True,Alibaba is explicitly named as one of the seven e-commerce platforms that received a substantial fine (3.597 billion yuan) from the State Administrati
131,"AI Era Cloud Competition Diverges: Telecom Operators Slow Down, Intern",5,4,0.9,True,"The article presents a strongly positive outlook for Alibaba Cloud, highlighting its significant revenue growth, sustained triple-digit growth in AI-r"
152,Six departments jointly issue document to promote e-commerce to serve ,3,4,0.8,True,This news is positive for Alibaba as it outlines government support and policy direction that directly benefits e-commerce platforms. Specific measure
104,No one wins in involution; improving quality leads to long-term succes,3,4,0.9,True,"The article discusses regulatory intervention to end price wars in the food delivery sector, which is framed as a positive development for the economy"
100,"The policy toolbox is gradually becoming more complete, and the market",4,4,0.9,True,The article details significant policy developments aimed at improving the market-oriented allocation and utilization of data elements in China. This 
117,State Administration for Market Regulation 2025 Annual Report on Build,2,3,0.8,True,This article is a general report from the State Administration for Market Regulation (SAMR) detailing its activities in strengthening the rule of law 
88,"Alibaba releases ""Wukong,"" the world's first enterprise-grade AI-nativ",4,4,0.9,True,"The release of 'Wukong,' an AI-native enterprise work platform by Alibaba, is a significant positive development. It directly benefits Alibaba's cloud"
75,Wu Yongming on Alibaba's AI ambitions: $100 billion in annual commerci,5,5,1.0,True,This article details a strongly positive outlook for Alibaba's AI and cloud business. The CEO's announcement of a $100 billion annual revenue target f
122,Not competing on low prices empowers the real economy.,2,4,0.8,True,"The article describes new government guidance that encourages e-commerce platforms to optimize traffic allocation and search rankings, moving away fro"
176,Notice of the Ministry of Commerce and the State Administration for Ma,3,3,0.8,True,The article details a government action plan focused on standardizing trade in services across various sectors from 2026-2030. While it touches upon d
21,"Spring Festival Blockbuster! Global Assets Surge! Tariff Shift, China'",3,3,0.7,True,"The article is a broad market news roundup that mentions several sectors and themes relevant to Alibaba's business (e.g., e-commerce trends, AI, chips"
72,"From the reduction of the ""Apple Tax"" to the protection of the digital",2,3,0.8,True,"The article discusses the broader trend of anti-monopoly regulation in the digital economy, using Apple's App Store policy adjustment in China as a pr"
107,"OpenAI's Strategic Retreat: Sora Exits, AI Enters the ""Value War"" Era",3,3,0.8,True,This article is primarily about OpenAI's strategic decisions and the broader AI industry's shift towards commercialization and value-based competition
15,"Meituan's market value once fell below HK$500 billion, and the industr",4,3,0.8,True,"This article primarily focuses on Meituan's stock performance and the competitive pressures it faces, including regulatory scrutiny and increased comp"
93,Token's Chinese name is decided: Ciyuan,4,4,0.9,True,"The article highlights China's rapid growth in AI development, evidenced by the massive increase in token usage. This surge in AI activity and the gov"
103,"From ""AI+"" to ""New Form of Intelligent Economy,"" What Do Tax and Finan",3,3,0.8,True,"The article discusses the evolving concept of the 'intelligent economy' and its implications for fiscal and taxation systems, as well as talent develo"
